statement,label,statement_id,source
Beirut is a city in Lebanon.,1,2154,cities
Modesto has a population of approximately 383134.,1,2155,cities
Yan'an is a name of a city.,1,2156,cities
Yakima is a city in United States.,1,2157,cities
Baku has a population of approximately 2181800.,1,2158,cities
Lubeck is a city in Germany.,1,2159,cities
Quibdo has a population of approximately 130825.,1,2160,cities
Obihiro is a name of a city.,1,2161,cities
Gwangyang is a city in South Korea.,1,2162,cities
Yiyang is a city in China.,1,2163,cities
Tanauan has a population of approximately 193936.,1,2164,cities
Buenos Aires is a name of a city.,1,2165,cities
Paulista is a city in Brazil.,1,2166,cities
"Oracle operates in the industry of it software & services, and Japan Post Holdings doesn't have headquarters in United States.",1,2167,conj_neg_companies
"Verizon Communications doesn't have headquarters in Japan, and Glencore doesn't operate in the industry of Telecommunications Services.",1,2168,conj_neg_companies
"ConocoPhillips doesn't operate in the industry of Semiconductors, and Sumitomo Mitsui Financial doesn't have headquarters in China.",1,2169,conj_neg_companies
"American International Group has headquarters in United States, and China Life Insurance doesn't have headquarters in Germany.",1,2170,conj_neg_companies
"Ford Motor engages in the manufacture, distribution and sale of automobiles, and Citigroup is a holding company that engages in the provision of financial products and services.",1,2171,conj_neg_companies
"SAP operates in the industry of it software & services, and HSBC Holdings isn't a health care services company, it doesn't engage in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers.",1,2172,conj_neg_companies
"BP operates as an integrated oil and gas company, and Walt Disney has headquarters in United States.",1,2173,conj_neg_companies
"Visa operates in the industry of business services & supplies, and Toyota Motor doesn't have headquarters in United States.",1,2174,conj_neg_companies
"FedEx has headquarters in United States, and Pfizer has headquarters in United States.",1,2175,conj_neg_companies
"BlackRock engages in providing investment management, risk management, and advisory services for institutional and retail clients worldwide, and Ford Motor engages in the manufacture, distribution and sale of automobiles.",1,2176,conj_neg_companies
"Verizon Communications doesn't have headquarters in Japan, and Poly Developments & Holdings Group has headquarters in China.",1,2177,conj_neg_companies
"Chubb doesn't have headquarters in China, and Sony doesn't have headquarters in United States.",1,2178,conj_neg_companies
"Capital One operates as a financial holding company that engages in the provision of financial products and services, and SK Hynix doesn't operate in the industry of Conglomerates.",1,2179,conj_neg_companies
"Cathay Financial has headquarters in Taiwan, and Linde doesn't have headquarters in United States.",1,2180,conj_neg_companies
"Capital One operates as a financial holding company that engages in the provision of financial products and services, and Verizon Communications has headquarters in United States.",1,2181,conj_neg_companies
"Nestle has headquarters in Switzerland, and SoftBank operates in the industry of telecommunications services.",1,2182,conj_neg_companies
"Roche Holding operates in the industry of drugs & biotechnology, and PepsiCo doesn't have headquarters in Australia.",1,2183,conj_neg_companies
"Cathay Financial engages in the provision of financial services, and Taiwan Semiconductor Manufacturing Company doesn't operate in the industry of Chemicals.",1,2184,conj_neg_companies
"Brookfield Asset Management engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity, and Capital One doesn't have headquarters in India.",1,2185,conj_neg_companies
"Taiwan Semiconductor Manufacturing Company doesn't engage in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems, and Apple doesn't engage in the provision of banking and related financial services.",1,2186,conj_neg_companies
"Oracle operates in the industry of it software & services, and Sony doesn't engage in the provision of digital payment services. It also doesn't facilitate global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities.",1,2187,conj_neg_companies
"China Citic Bank doesn't produce and market fuels, natural gas and low-carbon electricity, and Caterpillar engages in the manufacture of construction and mining equipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives.",1,2188,conj_neg_companies
"Dow doesn't have headquarters in Italy, and Iberdrola is a holding company that engages in the generation, distribution, trading and marketing of electricity.",1,2189,conj_neg_companies
"Alphabet operates in the industry of it software & services, and Moller - Maersk engages in shipping, energy, transportation, offshore drilling, and retail activities.",1,2190,conj_neg_companies
"Cisco Systems doesn't engage in the exploration, production, refining and sale of oil, gas, electricity and chemicals, and Iberdrola doesn't operate in the industry of Banking.",1,2191,conj_neg_companies
"Sberbank operates in the industry of banking, and KDDI doesn't have headquarters in India.",1,2192,conj_neg_companies
"Sberbank provides commercial banking and financial services, and Broadcom doesn't engage in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity.",1,2193,conj_neg_companies
"It's not true that Morgan Stanley is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services, and Petrobras doesn't have headquarters in France.",1,2194,conj_neg_companies
"Deutsche Telekom engages in the provision of telecommunication and information technology services, and Linde operates in the industry of chemicals.",1,2195,conj_neg_companies
"Toronto-Dominion Bank provides financial products and services, and Linde engages in the production and distribution of industrial gases.",1,2196,conj_neg_companies
"China Vanke engages in the development and sale of properties, and Shanghai Pudong Development Bank operates in the industry of banking.",1,2197,conj_neg_companies
"Honda Motor doesn't engage in oil and gas exploration, production, and distribution activities, and Wells Fargo doesn't have headquarters in Saudi Arabia.",1,2198,conj_neg_companies
"BHP Group doesn't have headquarters in Canada, and MetLife doesn't have headquarters in Australia.",1,2199,conj_neg_companies
"Prudential Financial operates in the industry of diversified financials, and Mitsui doesn't engage in the designing, manufacturing, and selling of cars, trucks and automobile parts.",1,2200,conj_neg_companies
"Alphabet operates in the industry of it software & services, and Deutsche Post has headquarters in Germany.",1,2201,conj_neg_companies
"Accenture engages in the provision of management consulting, technology, and outsourcing services, and Nestle doesn't engage in the production and distribution of cars, trucks and vans.",1,2202,conj_neg_companies
"Truist Financial operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities, and Deutsche Post operates in the industry of transportation.",1,2203,conj_neg_companies
"It's not true that HDFC Bank operates in the industry of Banking, and China Vanke doesn't have headquarters in Australia.",1,2204,conj_neg_companies
"Lockheed Martin has headquarters in United States, and BNP Paribas doesn't have headquarters in China.",1,2205,conj_neg_companies
"Brookfield Asset Management operates in the industry of diversified financials, and Bank of America has headquarters in United States.",1,2206,conj_neg_companies
"BP doesn't engage in the provision of financial products and banking services, and Ford Motor doesn't engage in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products.",1,2207,conj_neg_companies
"Rosneft operates in the industry of Gas & Oil Operations, and It's not true that Westpac Banking is an investment holding company, which engages in the provision of life insurance.",1,2208,conj_neg_companies
"Siemens doesn't operate in the industry of Oil & Gas Operations, and The Home Depot doesn't engage in the provision of telecommunication and information technology services.",1,2209,conj_neg_companies
"Roche Holding operates in the industry of drugs & biotechnology, and PepsiCo has headquarters in the United States.",1,2210,conj_neg_companies
"Prudential Financial engages in the provision of financial products and services including life insurance, annuities, mutual funds, and investment management to both individual and institutional customers, and BNP Paribas engages in the provision of banking and financial services.",1,2211,conj_neg_companies
"CNOOC isn't a diversified, community-based financial services company, and Lockheed Martin has headquarters in United States.",1,2212,conj_neg_companies
"LVMH Moet Hennessy Louis Vuitton operates in the industry of household & personal products, and Mitsubishi UFJ Financial Group has headquarters in Japan.",1,2213,conj_neg_companies
"Petrobras doesn't have headquarters in France, and Brookfield Asset Management engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity.",1,2214,conj_neg_companies
"Stellantis doesn't have headquarters in United States, and Caterpillar doesn't have headquarters in Rome.",1,2215,conj_neg_companies
"Eni doesn't have headquarters in Switzerland, and Itochu doesn't have headquarters in United States.",1,2216,conj_neg_companies
"Shell operates in the industry of oil & gas operations, and The Home Depot operates in the industry of retailing.",1,2217,conj_neg_companies
"Walt Disney is a diversified international family entertainment and media enterprise, and Mitsubishi has headquarters in Japan.",1,2218,conj_neg_companies
"Johnson & Johnson doesn't have headquarters in Hong Kong, and Raytheon Technologies doesn't engage in the provision of mail and logistics services.",1,2219,conj_neg_companies
"Apple engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services, and Dow doesn't have headquarters in Italy.",1,2220,conj_neg_companies
"Mizuho Financial isn't a banking services company, it doesn't engage in the provision of banking services to individuals, companies, and institutions, and It's not true that Equinor is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.",1,2221,conj_neg_companies
"Costco Wholesale engages in the operation of membership warehouses, and Taiwan Semiconductor Manufacturing Company doesn't engage in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems.",1,2222,conj_neg_companies
"Poly Developments & Holdings Group engages in property development, commodity residential building distribution, and property management, and Banco Bradesco engages in the provision of financial and insurance services.",1,2223,conj_neg_companies
"Alphabet is a holding company, which engages in the business of acquisition and operation of different companies, and Tencent Holdings doesn't operate in the industry of Retailing.",1,2224,conj_neg_companies
"Pfizer doesn't engage in the provision of insurance and financial products, and Honeywell doesn't operate in the industry of IT Software & Services.",1,2225,conj_neg_companies
"Medtronic has headquarters in Ireland, and Target isn't a holding company, which engages in the provision of financial services.",1,2226,conj_neg_companies
"Siemens doesn't engage in property development, commodity residential building distribution, and property management, and American International Group doesn't have headquarters in Ireland.",1,2227,conj_neg_companies
"Rio Tinto doesn't have headquarters in France, and National Australia Bank has headquarters in Australia.",1,2228,conj_neg_companies
"Walmart operates in the industry of retailing, and Chubb doesn't have headquarters in China.",1,2229,conj_neg_companies
"AT&T operates in the industry of telecommunications services, and China Shenhua Energy doesn't engage in the production and marketing of metal, mineral, and energy and agricultural commodities.",1,2230,conj_neg_companies
"Bank of China doesn't engage in the exploration, development, production and sale of crude oil & gas. It doesn't involve in refining, transportation, and sale of petroleum products, and SAP operates in the industry of it software & services.",1,2231,conj_neg_companies
"ArcelorMittal doesn't have headquarters in Canada, and JPMorgan Chase is a financial holding company. It provides financial and investment banking services.",1,2232,conj_neg_companies
"IBM has headquarters in United States, and Truist Financial doesn't operate in the industry of Banking.",1,2233,conj_neg_companies
"Alphabet doesn't operate in the industry of Oil & Gas Operations, and Manulife doesn't engage in business of product trading and business investment activities.",1,2234,conj_neg_companies
"JPMorgan Chase is a financial holding company. It provides financial and investment banking services, and Cisco Systems doesn't have headquarters in Japan.",1,2235,conj_neg_companies
"Citigroup is a holding company that engages in the provision of financial products and services, and HCA Healthcare doesn't have headquarters in United Kingdom.",1,2236,conj_neg_companies
"VINCI doesn't operate in the industry of Insurance, and Sony doesn't engage in the provision of digital payment services. It also doesn't facilitate global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities.",1,2237,conj_neg_companies
"Bank of Communications has headquarters in China, and CNOOC doesn't have headquarters in Japan.",1,2238,conj_neg_companies
"General Motors doesn't have headquarters in Drugs & Biotechnology, and Sanofi doesn't engage in the manufacture and sale of semiconductor products.",1,2239,conj_neg_companies
"Dell Technologies doesn't have headquarters in France, and Raytheon Technologies has headquarters in United States.",1,2240,conj_neg_companies
"America Movil doesn't have headquarters in Switzerland, and Nestle doesn't engage in the production and distribution of cars, trucks and vans.",1,2241,conj_neg_companies
"SK Hynix operates in the industry of semiconductors, and Johnson & Johnson is a holding company that engages in the research and development, manufacture and sale of products in the healthcare field.",1,2242,conj_neg_companies
"Wells Fargo is a diversified, community-based financial services company, and Bank of Communications engages in the provision of banking and financial services.",1,2243,conj_neg_companies
"GlaxoSmithKline has headquarters in United Kingdom, and Hon Hai Precision operates in the industry of technology hardware & equipment.",1,2244,conj_neg_companies
"Nestle doesn't engage in the production and distribution of cars, trucks and vans, and National Australia Bank engages in the provision of banking and financial services.",1,2245,conj_neg_companies
"Sberbank doesn't operate in the industry of Consumer Durables, and Postal Savings Bank of China has headquarters in China.",1,2246,conj_neg_companies
"China Shenhua Energy doesn't engage in the production and marketing of metal, mineral, and energy and agricultural commodities, and Manulife has headquarters in Canada.",1,2247,conj_neg_companies
"Eni doesn't have headquarters in Switzerland, and Canadian Imperial Bank of Commerce doesn't operate in the industry of Materials.",1,2248,conj_neg_companies
"Anglo American is a mining company, which engages in the exploration and mining of precious base metals and ferrous metals, and America Movil operates in the industry of telecommunications services.",1,2249,conj_neg_companies
"AXA has headquarters in France, and Chubb doesn't have headquarters in China.",1,2250,conj_neg_companies
"ArcelorMittal doesn't have headquarters in Canada, and Intesa Sanpaolo doesn't operate as a financial holding company that engages in the provision of financial products and services.",1,2251,conj_neg_companies
"Moller - Maersk operates in the industry of transportation, and AT&T doesn't operate in the industry of Trading Companies.",1,2252,conj_neg_companies
"UnitedHealth Group engages in the provision of healthcare coverage, software and data consultancy services, and Broadcom operates in the industry of semiconductors.",1,2253,conj_neg_companies
"China Construction Bank doesn't have headquarters in United States, and Santander has headquarters in Spain.",1,2254,conj_neg_companies
"AT&T operates in the industry of telecommunications services, and China Mobile doesn't have headquarters in Russia.",1,2255,conj_neg_companies
"Nestle has headquarters in Switzerland, and It's not true that Capital One engages in the provision of corporate and personal banking services, financial lease, assets custody services and conducting treasury business.",1,2256,conj_neg_companies
"Wells Fargo operates in the industry of banking, and Lloyds Banking Group doesn't operate in the industry of Consumer Durables.",1,2257,conj_neg_companies
"The Home Depot doesn't engage in the provision of telecommunication and information technology services, and Exxon Mobil engages in the exploration, development, and distribution of oil, gas, and petroleum products.",1,2258,conj_neg_companies
"Munich Reinsurance doesn't engage in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products, and Airbus Group engages in the design, manufacture, delivery and provision of aerospace products, space and related services.",1,2259,conj_neg_companies
"Mitsui doesn't engage in the designing, manufacturing, and selling of cars, trucks and automobile parts, and Intesa Sanpaolo doesn't operate as a financial holding company that engages in the provision of financial products and services.",1,2260,conj_neg_companies
"Ping An Insurance (Group) Company of China doesn't have headquarters in France, and Chevron operates in the industry of oil & gas operations.",1,2261,conj_neg_companies
"Dow operates in the industry of chemicals, and Itau Unibanco Holding doesn't have headquarters in China.",1,2262,conj_neg_companies
"National Australia Bank has headquarters in Australia, and PNC Financial Services operates in the industry of banking.",1,2263,conj_neg_companies
"BASF engages in the provision of chemical products, and JPMorgan Chase doesn't operate as a holding company that engages in the management of its group companies.",1,2264,conj_neg_companies
"Barclays doesn't operate in the industry of Retailing, and Procter & Gamble isn't the world's largest home improvement specialty retailer.",1,2265,conj_neg_companies
"Telefonica doesn't have headquarters in France, and America Movil doesn't have headquarters in Switzerland.",1,2266,conj_neg_companies
"Fubon Financial engages in the provision of financial services, and Tencent Holdings doesn't operate in the industry of Retailing.",1,2267,conj_neg_companies
"Unilever engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories, and Mizuho Financial operates as a holding company which engages in the provision of financial services such as banking, trust banking, securities, and other businesses.",1,2268,conj_neg_companies
"Shanghai Pudong Development Bank provides banking and financial services, and ENGIE operates in the industry of oil & gas operations.",1,2269,conj_neg_companies
"Oracle doesn't operate in the industry of Consumer Durables, and Chevron doesn't have headquarters in Germany.",1,2270,conj_neg_companies
"Nestle doesn't engage in the production and distribution of cars, trucks and vans, and Sberbank doesn't have headquarters in France.",1,2271,conj_neg_companies
"Moller - Maersk operates in the industry of transportation, and Prudential Financial operates in the industry of diversified financials.",1,2272,conj_neg_companies
"GlaxoSmithKline has headquarters in United Kingdom, and Sberbank doesn't operate in the industry of Consumer Durables.",1,2273,conj_neg_companies
"Alibaba Group operates in the industry of retailing, and Moller - Maersk doesn't have headquarters in Australia.",1,2274,conj_neg_companies
"Electricite de France has headquarters in France, and America Movil engages in the provision of telecommunications services.",1,2275,conj_neg_companies
"Morgan Stanley doesn't have headquarters in South Korea, and VINCI doesn't operate in the industry of Insurance.",1,2276,conj_neg_companies
"Tencent Holdings doesn't operate in the industry of Retailing, and Mitsui doesn't engage in the designing, manufacturing, and selling of cars, trucks and automobile parts.",1,2277,conj_neg_companies
"Bank of China engages in the provision of banking and financial services, and General Motors operates in the industry of consumer durables.",1,2278,conj_neg_companies
"Anthem has headquarters in United States, and Citigroup is a holding company that engages in the provision of financial products and services.",1,2279,conj_neg_companies
"Raytheon Technologies doesn't have headquarters in China, and Intesa Sanpaolo has headquarters in Italy.",1,2280,conj_neg_companies
"Stellantis doesn't operate in the industry of Food, Drink & Tobacco, and Raytheon Technologies doesn't engage in the provision of mail and logistics services.",1,2281,conj_neg_companies
"Raytheon Technologies has headquarters in United States, and Thermo Fisher Scientific doesn't have headquarters in South Korea.",1,2282,conj_neg_companies
"Sony doesn't engage in the provision of digital payment services. It also doesn't facilitate global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities, and It's not true that Mitsubishi operates in the industry of Banking.",1,2283,conj_neg_companies
"The Home Depot operates in the industry of retailing, and Enbridge doesn't operate in the industry of Insurance.",1,2284,conj_neg_companies
"Postal Savings Bank of China operates in the industry of banking, and Lockheed Martin doesn't engage in the manufacture, distribution and sale of automobiles.",1,2285,conj_neg_companies
"Oracle operates in the industry of it software & services, and AXA doesn't engage in providing online and mobile marketplaces in retail and wholesale trade.",1,2286,conj_neg_companies
"Bristol Myers Squibb engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products, and Sberbank doesn't engage in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers.",1,2287,conj_neg_companies
"Intesa Sanpaolo doesn't operate as a financial holding company that engages in the provision of financial products and services, and Apple doesn't engage in the provision of banking and related financial services.",1,2288,conj_neg_companies
"Glencore doesn't operate in the industry of Telecommunications Services, and Chevron operates in the industry of oil & gas operations.",1,2289,conj_neg_companies
"Nestle doesn't engage in the production and distribution of cars, trucks and vans, and Goldman Sachs Group engages in global investment banking, securities and investment management, which provides financial services.",1,2290,conj_neg_companies
"The first successful powered flight was made by the Wright Brothers in 1903, and the theory of stasis, proposed by Charles Darwin, doesn't state that species remain constant over time through artificial selection.",1,2291,conj_neg_facts
"The human body has more than 600 muscles, and birds are animals.",1,2292,conj_neg_facts
"Giraffes are real animals, they aren't made up, and the freezing point of water doesn't decrease as altitude increases.",1,2293,conj_neg_facts
"Photosynthesis in plants produces oxygen as a byproduct, and the fastest car in the world isn't made of cardboard.",1,2294,conj_neg_facts
"The three states of anti-matter aren't solid, liquid, and gas, and the study of non-living organisms and their interactions with the environment isn't called anti-biology.",1,2295,conj_neg_facts
"The unscientific method isn't a random process for ignoring phenomena and losing knowledge, and mitochondria are the 'powerhouses' of cells, producing energy through cellular respiration.",1,2296,conj_neg_facts
"Our solar system doesn't consist of eight stars: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune, and there are deserts in Australia.",1,2297,conj_neg_facts
"The human liver helps filter toxins from the body, and metamorphosis is a biological process in which an organism undergoes a significant change in form during its life cycle.",1,2298,conj_neg_facts
"Coral reefs aren't made of non-living materials, and earth is 71% water.",1,2299,conj_neg_facts
"The planet Mars is named after the Roman god of war, and ice isn't hot.",1,2300,conj_neg_facts
"The largest ocean in the world isn't the Indian Ocean, and the color of an object depends on the wavelengths of light that it reflects.",1,2301,conj_neg_facts
"The Coriolis effect influences the movement of large-scale weather systems, and radioactive decay doesn't occur when stable atomic nuclei absorb energy in the form of radiation.",1,2302,conj_neg_facts
"Plants don't require excess oxygen to survive, and the two main types of cells are prokaryotic (without a nucleus) and eukaryotic (with a nucleus).",1,2303,conj_neg_facts
"The smallest planet in the solar system isn't Jupiter, and the capital of the United States is Washington, D.C.",1,2304,conj_neg_facts
"Coral reefs aren't made of non-living materials, and sound travels through the air as waves.",1,2305,conj_neg_facts
"Apples don't grow on vines, and the Statue of Liberty wasn't a gift from Canada.",1,2306,conj_neg_facts
"The planet Jupiter is the largest planet in our solar system, and the theory of stasis, proposed by Charles Darwin, doesn't state that species remain constant over time through artificial selection.",1,2307,conj_neg_facts
"Sharks aren't mammals, they are fish, and stars don't appear steady due to Earth's atmosphere.",1,2308,conj_neg_facts
"The smallest planet in the solar system isn't Jupiter, and the largest land animal in the world isn't the whale.",1,2309,conj_neg_facts
"The shortest distance between two points isn't a zigzag, and a group of lions is called a pride.",1,2310,conj_neg_facts
"The planet Mercury is the closest planet to the sun in our solar system, and the Earth's atmosphere is composed mostly of nitrogen and oxygen.",1,2311,conj_neg_facts
"Sound travels through the air as vibrations, and giraffes are real animals, they aren't made up.",1,2312,conj_neg_facts
"The Krebs cycle is a series of chemical reactions that generate energy in cells, and lightning is a discharge of static electricity.",1,2313,conj_neg_facts
"The process by which cells divide to form two identical daughter cells is called mitosis, and the largest animal in the world isn't the rhinoceros.",1,2314,conj_neg_facts
"Diamonds are made of carbon, and the human circulatory system is a closed system consisting of the heart, blood vessels, and blood.",1,2315,conj_neg_facts
"The most abundant gas in Earth's atmosphere is nitrogen, and the Earth's stillness on its axis doesn't cause day and night.",1,2316,conj_neg_facts
"The human brain is involved in the body's functions and emotions, and the largest country in the world by area is Russia.",1,2317,conj_neg_facts
"Electromagnetic waves include radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays, and neurons aren't generalized cells that block electrical and chemical signals in the nervous system.",1,2318,conj_neg_facts
"The planet Uranus is often referred to as the 'ice giant.', and the study of antimatter and its interactions with dark energy isn't called anti-physics.",1,2319,conj_neg_facts
"Sharks aren't sea creatures that have a reputation for being friendly, and saturn's largest moon is Titan.",1,2320,conj_neg_facts
"The shortest distance between two points isn't a curve, and the two main types of cells are prokaryotic (without a nucleus) and eukaryotic (with a nucleus).",1,2321,conj_neg_facts
"The human body doesn't have four types of water groups: A, B, AB, and O, and fossils are the preserved remains or traces of organisms that lived in the past.",1,2322,conj_neg_facts
"Tides are caused by the gravitational interactions between the Earth, Moon, and Sun, and the smallest planet in our solar system isn't Jupiter.",1,2323,conj_neg_facts
"The moon orbits around the Earth, and the speed of light is 299,792,458 meters per second.",1,2324,conj_neg_facts
"The planet Mercury is the closest planet to the sun in our solar system, and the sun doesn't revolve around the Earth.",1,2325,conj_neg_facts
"The scientific method is a systematic process for investigating phenomena and acquiring new knowledge, and the study of substances and their interactions is called chemistry.",1,2326,conj_neg_facts
"The highest point on Earth isn't at the bottom of the ocean, and the largest tree in the world isn't a cactus.",1,2327,conj_neg_facts
"The Coriolis effect influences the movement of large-scale weather systems, and the scientific name for humans is Homo sapiens.",1,2328,conj_neg_facts
"The Earth orbits the Sun, and venus has a thick atmosphere.",1,2329,conj_neg_facts
"The shortest river in the world isn't the Amazon River, and the smallest planet in our solar system is Mercury.",1,2330,conj_neg_facts
"Radioactive decay occurs when unstable atomic nuclei release energy in the form of radiation, and the auroras, or polar darkness, aren't natural shadow displays caused by the interaction of lunar particles with Earth's magnetic field.",1,2331,conj_neg_facts
"The human immune system helps protect the body from infections, and earth doesn't have multiple moons.",1,2332,conj_neg_facts
"Humans need air, water, and food to survive, and cows aren't carnivores and they don't only eat meat.",1,2333,conj_neg_facts
"The process of aging isn't influenced solely by environmental factors, and the smallest planet in our solar system isn't Saturn.",1,2334,conj_neg_facts
"The average body temperature of a human is 98.6 degrees Fahrenheit, and the Earth is the third planet from the sun.",1,2335,conj_neg_facts
"The largest carnivore in the world isn't the rabbit, and osmosis isn't the prevention of water movement across a selectively permeable membrane.",1,2336,conj_neg_facts
"Apples are a type of fruit, and the human brain is involved in the body's functions and emotions.",1,2337,conj_neg_facts
"The Earth's ozone layer protects us from harmful ultraviolet (UV) radiation from the sun, and symbiosis isn't a distant relationship between two species.",1,2338,conj_neg_facts
"Tornadoes aren't slowly rotating columns of water that can cause minimal damage, and the smallest animal in the world isn't the elephant.",1,2339,conj_neg_facts
"The three types of vessels in the human body aren't arteries, veins, and capillaries, and birds are animals.",1,2340,conj_neg_facts
"The tallest building in the world is the Burj Khalifa in Dubai, and the Seven Wonders of the World aren't located in North America.",1,2341,conj_neg_facts
"Sound travels faster through solids than through liquids or gases, and humans have five senses: sight, hearing, touch, taste, and smell.",1,2342,conj_neg_facts
"The sun doesn't rise in the west, and the tallest animal in the world isn't the elephant.",1,2343,conj_neg_facts
"Atoms are the basic building blocks of matter, and the largest planet in our solar system isn't Mercury.",1,2344,conj_neg_facts
"Photosynthesis in plants produces oxygen as a byproduct, and evolution occurs through the process of natural selection.",1,2345,conj_neg_facts
"Uranus orbits the Sun on its side, and the Pacific Ocean is the largest ocean in the world.",1,2346,conj_neg_facts
"The speed of light isn't approximately 10 meters per second, and the smallest planet in the solar system isn't Jupiter.",1,2347,conj_neg_facts
"Sound travels through the air as waves, and atoms aren't the basic breaking points of matter.",1,2348,conj_neg_facts
"The two main types of cells aren't prokaryotic (with a nucleus) and eukaryotic (without a nucleus), and the highest point on Earth isn't at the bottom of the ocean.",1,2349,conj_neg_facts
"The human liver helps filter toxins from the body, and the human circulatory system isn't an open system consisting of the heart, air vessels, and air.",1,2350,conj_neg_facts
"The Nile River isn't the longest river in the world, and the highest point in the United States isn't Death Valley.",1,2351,conj_neg_facts
"Tides aren't prevented by the gravitational interactions between the Earth, Moon, and Sun, and giraffes are real animals, they aren't made up.",1,2352,conj_neg_facts
"The Krebs cycle isn't a series of chemical reactions that consume energy in cells, and the sun doesn't revolve around the moon.",1,2353,conj_neg_facts
"The moon orbits around the Earth, and dNA carries genetic information in living organisms.",1,2354,conj_neg_facts
"The largest animal in the world isn't a mosquito, and the Sahara isn't the smallest hot desert.",1,2355,conj_neg_facts
"The color of the sky is blue, and the shortest distance between two points isn't a curve.",1,2356,conj_neg_facts
"Sound doesn't remain stationary through various mediums, and the four fundamental forces of nature are gravity, electromagnetism, the strong nuclear force, and the weak nuclear force.",1,2357,conj_neg_facts
"Auroras occur near Earth's polar regions, and sharks aren't mammals, they are fish.",1,2358,conj_neg_facts
"The human eye can't see radio waves, and a day on Earth isn't approximately 365.25 days long, which is why we don't have a leap year every four years.",1,2359,conj_neg_facts
"The capital of the United States is Washington, D.C, and the study of heredity and the variation of inherited characteristics is called genetics.",1,2360,conj_neg_facts
"The conservation of energy principle doesn't state that energy can be created and destroyed, and the largest mammal on Earth is the blue whale.",1,2361,conj_neg_facts
"The Earth's atmosphere is composed mostly of nitrogen and oxygen, and the Earth's magnetic field is what causes compasses to point north.",1,2362,conj_neg_facts
"There are plants in the desert, and the Doppler effect doesn't prevent the change in frequency or wavelength of a wave in relation to an observer.",1,2363,conj_neg_facts
"The tallest animal in the world isn't the elephant, and gravity pulls objects towards each other.",1,2364,conj_neg_facts
"The primary colors of darkness aren't red, green, and blue, and the scientific name for humans is Homo sapiens.",1,2365,conj_neg_facts
"The color of an object depends on the wavelengths of light that it reflects, and the Nile River is the longest river in the world.",1,2366,conj_neg_facts
"The human body has 206 bones, and the study of non-living organisms and their interactions with the environment isn't called anti-biology.",1,2367,conj_neg_facts
"The Hubble Space Telescope has provided information about distant celestial objects, and photosynthesis in plants produces oxygen as a byproduct.",1,2368,conj_neg_facts
"The human body doesn't have four types of water groups: A, B, AB, and O, and the smallest ocean in the world isn't the Atlantic Ocean.",1,2369,conj_neg_facts
"The alphabet consists of 26 letters, and the only continent with forests is South America.",1,2370,conj_neg_facts
"The oldest known human fossils are around 300,000 years old, and the longest mountain range in the world isn't located in Australia.",1,2371,conj_neg_facts
"The least abundant gas in Earth's atmosphere isn't nitrogen, and the Amazon rainforest is home to immense biodiversity.",1,2372,conj_neg_facts
"Trees don't release carbon dioxide and absorb oxygen, and the Grand Canyon isn't located in Europe.",1,2373,conj_neg_facts
"The largest volcano in the world isn't located in Hawaii, and the process by which a liquid turns into a gas is called evaporation.",1,2374,conj_neg_facts
"The two main types of cells aren't prokaryotic (with a nucleus) and eukaryotic (without a nucleus), and tides are caused by the gravitational interactions between the Earth, Moon, and Sun.",1,2375,conj_neg_facts
"The largest mammal in the world is the blue whale, and the study of the universe beyond Earth's atmosphere is called astronomy.",1,2376,conj_neg_facts
"The largest flower in the world isn't the daisy, and the human urinary system helps remove waste products from the body.",1,2377,conj_neg_facts
"The largest canyon in the world isn't located in Europe, and the auroras, or polar darkness, aren't natural shadow displays caused by the interaction of lunar particles with Earth's magnetic field.",1,2378,conj_neg_facts
"Our solar system consists of eight planets: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune, and sound travels faster through solids than through liquids or gases.",1,2379,conj_neg_facts
